Symbol,% GC
ANKRD13C,37.51
CD6,49.93
CTH,39.51
EIPR1,48.26
EMP2,48.27
HLA-A,46.36
UBE2D4,45.79
RAB24,57.83
VPS52,45.64
STON2,41.03
C16orf82,55.36
ZNF319,60.75
ZNF688,57.3
E2F2,51.65
TMEM92,55.51
EXOC3L4,61.6
ID3,57.04
RRP9,55.08
CENPN,43.2
HEATR5A,39.34
RPL11,46.35
XYLT2,56.47
GSK3A,53.36
UPK3B,63.49
GPR62,65.64
ABHD14A-ACY1,55.64
PITHD1,44.53
MYO3B,40.21
POMZP3,49.27
ZCRB1,37.55
MRPL27,47.13
ACOT1,49.34
PRELID1,54.08
GALE,60.06
ACOT2,48.61
ACOT4,48.25
EME1,47.88
ACOT6,47.45
ZNF107,39.9
INPP5F,41.23
OR2H2,49.87
DNAL1,40.53
IFFO1,54.33
MOG,45.72
CNEP1R1,40.53
SLC15A3,52.91
C7orf57,42.93
LRRC59,47.63
RGS14,58.55
TRIM10,45.76
SGCA,55.92
IFNA17,40.31
IFNA14,39.74
ZNF574,57
IFNA5,40.38
IFNA2,39.77
PNMA1,53.73
PTGR2,41.79
IFNA8,40.88
PKD1L1,44.1
DEDD2,52.69
IFNA1,44.53
IFNE,35.46
OR2H2,50
PRRC2A,53.45
BRD9,55.12
ART5,56.71
FOXP3,53.53
APCS,45
CCDC180,46.89
OTOP1,45.6
C6orf15,57.74
ITPRIPL2,49.31
PRDM7,44.12
CRP,48.59
LTA,57.85
TMEM128,41.7
VPS52,45.61
ACY1,57.27
ZFP57,48.29
SEC23IP,40.11
GIPR,54.94
ART1,49.29
ZBTB49,43.97
PLEKHG4,59.77
DUSP23,59.37
HLA-F,59.31
CHRNA10,56.26
TMEM233,43.61
EFCAB3,40.21
PRKAB1,47.61
LY6G5C,52.94
ANKRD20A1,37.56
FCRL6,47.56
ZNF410,41.75
STX18,41.43
PGAP2,50.46
MCCD1,57.45
PPP1R10,46.34
HLA-G,56.41
METTL2A,45.17
MLF2,52.27
NCF1,54.12
MRC2,52.16
SLAMF8,49.57
MTAP,40.07
TRIP13,50.22
VSIG8,56.31
TIGD1,49.47
CFAP36,40.38
CFAP45,46.23
C4A,52.29
QPCTL,52.54
ABCF2-H2BK1,49.13
ABHD16A,50.33
NSG1,50.8
FBXO46,51.45
NKD2,61.58
PGK1,39.63
ANK3,37.75
ZNF121,41.93
TRIM27,44.71
CLCN1,46.08
KANK2,52.98
HLA-A,57.95
RHOXF1P3,42.28
RHOXF2B,45.13
SLAMF9,51.42
RHOXF1,42.21
GNPTG,55.84
TLK2,42.17
RHOXF2,43.63
SLC12A7,62.05
ZBTB33,39.37
CCDC150,38.16
KIT,41.08
OR14J1,45.45
PHB2,53.14
HLA-DQB2,47.38
TMEM255A,43.2
CDKN2A,41.19
SKIC2,54.17
SAMD15,44.54
NOXRED1,41.41
PRSS57,56.94
STXBP6,39.21
POLR1H,41.46
EIF3B,51.61
ATP1A1,44.46
NIBAN3,52.51
UQCRQ,49.28
CDKN2B,41.04
FBXO33,38.96
ACSM2B,39.17
RUSC2,44.22
NFYB,39.11
LEAP2,45.23
HECTD1,39.35
PIN4,44.57
MPIG6B,53.53
CDX1,53.78
EID3,44.72
RNFT2,47.15
FBXL17,35.81
GTF3C3,36.72
CIMIP2B,55.24
PPP1R11,49.13
OR2J2,41.9
MAN2B2,54.58
STK19,52.8
ERCC6L,43.96
RPS4X,46.38
NQO2,46.72
ZBTB41,33.74
MRPS2,63.07
ARL15,38.5
HMGA2,39.19
RHOG,51.19
RNF39,56.23
BRAT1,55.06
RLN2,39.23
CITED1,56.77
EFNA4,54.13
SYNGAP1,53.93
DHX29,37.07
TRIM31,47.04
RLN1,38.95
BEND6,38.46
RRM1,40.37
PLGRKT,39.9
VGF,68.15
SLC39A7,52.92
EFNA3,63.3
THSD7A,35.51
ZSCAN26,41.58
TRIM31,47.13
C2orf66,37.15
EFNA1,53.76
CD274,38.15
RPL29,53.83
PGAP1,36
HUWE1,41.2
ECT2L,41.46
ASB15,36.69
TRIM40,42.61
S100P,53.54
TRIM10,45.7
MRFAP1L1,44.76
CFB,52.65
BLOC1S4,52.72
KIAA0232,42.27
CNOT2,35.15
SLC50A1,55.69
SP8,54.28
REEP2,58.22
PPP1R18,56.1
ZNF800,37.8
ACSM3,41.08
PDCD1LG2,40.55
NICOL1,69.14
TRIM15,47.1
DUSP7,59.39
TAPBP,50.02
MOB3B,41.88
MRPS18B,46.36
SYTL3,46.02
NEK1,37.34
IFNK,38.66
POC1A,51.67
EXOC3L2,52.57
C9orf72,36.96
THBS2,49.53
PRMT1,58.23
TRIM26,46.83
CLK4,39.49
DOCK4,39.18
TEAD1,42.76
HPF1,38.61
ALAS1,45.47
SLC4A1,55.79
AIF1,53.97
IL1R1,41.38
CLIC1,50.99
THUMPD1,40.19
DDX60L,38.14
ABCF1,48.02
KRTCAP2,50.64
HLA-E,55.48
CTTN,52.81
REXO5,39.89
LINGO2,35.81
HLA-DMA,44.81
ZBTB34,43.28
SLC17A2,39.35
S1PR3,49.32
BAG5,45.51
THBS3,55.3
SHC3,42.72
KLC1,49.58
TWF2,57.04
SLC44A4,53.64
GNL1,49.56
PPM1M,58.31
CKS2,38.43
ALG2,42.61
HCRTR2,35.17
SEC61B,42.24
OR2J3,34.93
UGT2A2,34.3
OR2H2,42.73
FAM120A,42.42
CCDC158,38.94
OOEP,45.33
GPANK1,53.91
MICA,50.38
SDHA,45.97
RUNDC3A,59.03
PRR3,44.95
GLYCTK,56.8
OR2H1,41.39
PAFAH1B3,53.73
PRP4K,38.36
HLA-DQB2,47.35
TIMM23B-AGAP6,41.38
IL1RL2,41.7
ABCF1,47.96
TIGD2,42.86
C6orf47,56.93
AGAP6,41.41
LY6G5B,52.61
FAM181B,54.75
OR2B3,43
HLA-G,56.41
RBPJ,40.79
POU5F1,51.36
ACSM1,40.47
TRIM31,47.05
NPHS1,52.85
BAP1,55.75
SLC25A39,61.11
PRCP,39.33
IL1RL1,39.63
VAMP1,48.36
C2,49.88
C4B,58.96
CCNJL,46.72
VTI1A,39.1
GBA1,51.52
FAM217A,39.77
ABAT,47.34
OR13C3,40.52
OR13D1,42.43
CREM,39.22
HSPA4,41.3
APBA1,41.45
RPL39L,41.84
ECI2,41.7
SLC9A4,40.97
HNRNPA1,42.13
ST6GAL1,44.4
LIPT1,41.3
ZNF146,42.84
IGHV1OR15-1,56.62
PTAR1,36.07
PPP1R10,46.33
OR4M2-OT1,35.58
GOLGA6L1,50.79
IL13,56.66
PRKD2,51.95
MITD1,39.09
SLC44A1,38.86
RING1,52.98
BDP1,39.83
FAM171A2,60.58
ZFYVE19,53.53
MRPL30,40.16
NFKBIL1,48.08
HCN3,53.94
ITGA2B,54.81
LYG1,43.24
MRPS18B,46.36
KLF15,57.78
CFAP100,50.89
TXNDC9,42.12
PKLR,52.36
B3GALT4,64.29
HLA-E,55.45
CDSN,52.48
PRRC2A,53.46
C4orf3,42.89
ATAT1,48.88
FABP2,32.09
FER,35.73
USP53,36.03
SYNRG,40.77
ZXDC,48.66
TAP1,50.44
C2orf69,37.98
CR1L,40.5
TMEM186,47.7
TYW5,37.41
LVRN,37.71
CARHSP1,55.97
OCA2,43.49
UROC1,54.34
RNASET2,48.85
DDIAS,39.78
ZSCAN21,47.86
CD34,45.46
RFC1,39.26
PTPA,52.59
MTMR1,42.48
FASTK,61.8
TFCP2L1,48.53
OR7A5,41.55
CGB2,63.83
OR2W1,41.15
NTN5,57.38
ATP6V1G2,49.14
C3orf22,54.22
HLA-DQA2,43.28
TRIM43,39.62
RAB30,41.21
VPS52,45.56
PGD,47.54
OR10C1,50.06
MAP4K1,50.87
NRROS,50.52
DAXX,51.33
SF3B1,39.44
DPH6,36.45
PAK2,41.7
TYW1,41.67
CENPS-CORT,47.92
CEP19,42.12
MRPL28,62.21
C15orf62,58.62
SPRED1,35.19
DIAPH1,41.24
CENPS,46.93
CADM2,34
TNF,52.82
DFFA,48.53
ZBTB2,44.34
VARS1,52.93
COL25A1,36.89
FMN1,39.64
RMND1,42.15
CUL1,41.21
KICS2,39.91
TUBB,53.04
C12orf56,41.66
C6orf136,52.56
PGAP6,61.64
SNRPE,42.4
COL13A1,51.91
HSPE1,43.96
SCGB1C1,57.08
ARMT1,39.28
HMGB3,51.17
SIRT3,48.53
CCDC170,40.85
SMPDL3B,49.86
CSNK2B,52.82
HSPE1-MOB4,41.28
WDR46,51.9
DHX16,50.02
GABRG3,40.82
XPOT,39.72
H4C3,52.1
MOB4,40.5
FAM162B,37.88
HSP90AA1,47.25
USP9X,38.54
GPRC6A,37.24
COPB2,37.77
FNIP1,37.76
RASGEF1B,39.05
NME4,58.71
NLRP6,63.52
ORM1,55.12
PRTG,38.59
PPP1R11,49.13
PPP1R18,56.09
RFX6,34.58
XKR8,55.47
PGGHG,64.81
ORM2,55.19
HSD17B8,56.59
FAM89A,47.03
EIF3K,50.37
OR2A4,45.22
RAD51,43.47
CTAGE9,41.21
HLA-DMB,45.02
AKNA,50.65
C1orf131,43.5
C4B,58.96
DCTN2,48.14
CCN2,52.27
PPP2R5C,44.64
DDX52,39.55
PPP1R18,56.1
IFITM5,64.88
B4GALNT4,66.45
CFAP210,38.67
RNF146,36.4
DDX39B,47.35
ARAP2,35.53
NRM,55.13
HRH2,50.07
PHOSPHO2,37.24
BTF3,38.61
TOE1,52.55
ANO9,59.43
CRISP1,35.79
QARS1,53.41
NOTCH4,51.8
KLHL23,42.29
HNF1B,48.08
TESK2,42.23
DECR2,56.9
MAST4,39.2
SSB,39.88
CYP3A43,40.68
MDC1,48.84
DENND1A,42.52
DEFB114,27.04
CCDC163,50.89
DEFB113,31.82
P2RY2,54.83
DEFB110,33.06
DEFB112,35.12
PTCHD4,36.58
ZKSCAN8,38.62
OR12D2,45.74
METTL5,39.58
RNF5,51.48
P2RY6,51.57
GOLM2,40.6
ERAL1,50.61
CAPN12,51.15
MMACHC,47.89
USP5,52.75
TUBB,53.06
HLA-DQA1,42.78
AMBN,37.28
TOR1B,50.46
MT1G,54.12
GCSAML,40.49
ADGRB3,35.14
TOR1A,52.21
FLOT1,48.69
ABHD16A,50.36
TLE7,52.09
LGALS7B,58.94
C9orf78,48.01
MSH5,51.58
ZNF19,43.01
LGALS4,51.96
DHRS13,54.99
IFITM1,58.01
SHC4,39.98
GRIPAP1,50.22
OR12D2,39.78
USP20,52.14
MAS1L,50.24
OR5V1,36.62
SCN3B,45.94
OR12D3,38.15
CNR1,39.08
GRSF1,43.46
HSPD1,42.79
HLA-DOA,52.57
FOXA1,50.86
DDR1,56.52
BTBD7,40.08
PHF12,46.18
PTPRB,39.76
EML2,52.69
CHST4,46.23
RXRB,53.9
TAT,41.54
APH1B,40.76
OR2G2,48.43
OR2G3,46.24
DBN1,59.54
COX8C,53.7
TCF19,51.65
ZNF202,44.44
TPK1,37.29
PRIMA1,52.01
CHRM3,38.67
FAM181A,52.61
MARVELD3,47.84
RNF5,51.48
SAPCD1,53.77
TBPL2,42.39
PHLPP2,41.82
BAG6,52.42
HSPA1L,48.71
EEIG2,39.64
POU5F1,51.36
UNC79,39.32
GSN,46.87
PSMB8,50.58
FRMD5,41.23
HSD17B8,56.55
GTF2H4,51.11
CLNK,41.51
RING1,53.02
FDXR,58.11
HENMT1,41.28
TMEM126B,37.32
SDK1,43.12
HLA-DRA,43
VPS52,45.57
COL11A2,56.58
PCDHGB6,45.54
ANKRD17,36.17
MCTP1,37.32
AP1G1,40.73
TMEM126A,37.69
CTDSPL2,40.01
VARS2,54.9
BZW2,37.77
PRPF38B,38.13
CCDC89,42.25
IFITM3,52.94
UBR3,36.88
ADAM2,35.03
FNDC7,42.66
WIZ,58.15
KCTD14,48.21
SLC25A21,38.4
NDUFC2-KCTD14,47.83
CCNB2,42.59
STXBP3,36.04
THRSP,48.65
MIDEAS,51.27
NDUFC2,44.35
GCG,34.2
RPS18,46.9
RRP8,47.37
NUP42,40.51
IFT70B,42.72
LDHAL6B,41.35
IFT70A,38.84
LST1,55.57
DPP4,39.64
COPS2,35.44
ILK,49.78
SLC22A17,57.87
TMEM167B,41.99
B3GALT4,55.75
PLK5,59.25
WDR46,51.96
SFTA2,56.62
MUCL3,47.96
MUC21,50.01
AVL9,40.32
CEBPE,59.83
DAP3,44.89
C6orf15,57.74
PLEKHG4B,49.1
TTC6,38
PSORS1C1,52.27
FADS6,53.88
CDSN,52.48
USH1G,61.05
PSORS1C2,57.84
OTOP2,55.73
PWWP3A,52.99
CCHCR1,51.85
TEX44,60.58
OTOP3,53.47
PFDN6,54.13
PDE6A,43.36
HID1,58.03
LFNG,62.83
SFTA2,56.5
ADAM9,33.58
DDX1,39.55
RGL2,56.69
BTNL2,42.1
ADAM32,37.7
ATP6V1G2,49.18
PRPF39,36.34
CDR2L,53.8
MSH5-SAPCD1,48.79
CYP3A4,39.6
REEP6,60.84
SMAD6,50.82
SLC26A2,41.16
MRPL58,48.66
SLC22A5,48.37
BAG6,52.35
SLC6A2,48.17
ATP5PD,47.61
BRD4,50.24
SLTM,38.75
MAML3,41.6
OR1D2,40.42
ZCCHC4,38.93
MRPL17,47.5
NACA2,45.18
FKBP3,40.63
MTMR4,47.85
DCHS1,52.61
ZRANB1,39.68
FUBP3,47.12
GDF9,45.32
NEUROG3,64.41
WAC,37.79
ZDHHC11,49.39
MIS18BP1,37.65
SYT11,46.48
PBX2,54.96
INTS12,36.56
KHDC4,42.57
TBL2,52.18
ALG8,42.08
NRM,55.1
PTPDC1,39.39
PCDHB2,48.32
PCDHB3,49.63
CD27,51.49
PCDHB4,45.69
FANCM,37.51
PCDHB5,49.68
PIANP,58.46
PCDHB6,50.26
BRIP1,35.96
ZBTB22,59.46
ADAM18,34.43
PCDHB7,47.54
PCDHB16,47.47
TCF19,51.65
PCDHB9,46.34
SMIM40,48.12
OR14J1,37.33
PCDHB10,48.47
PCDHB11,48.56
SLC22A7,53.71
STX10,55.36
PCDHB12,45.88
POU5F1,51.35
PSMB9,42.79
PCDHB13,47.07
HERC6,39.67
PCDHB14,45.82
LRRC32,56.19
FRS2,37.9
PCDHB15,47.92
TAF7,42.01
SECISBP2L,36.73
SLC25A2,50.32
SSR2,46.99
DLD,36.56
DAB2IP,53.14
TAF9,44.24
TSBP1,38.07
TSKU,55.35
CSNK2B,52.86
CRIP3,54.95
MYOT,36.99
CLEC3A,43.21
ACER3,38.74
PHF24,47.82
PRRT1B,55.15
PALM2AKAP2,41.98
CALR,53.01
ENPP1,38.19
ENOPH1,43.12
ERCC4,39.59
OR1E1,44.84
PKD2L2,39.33
OR1E2,50
SPATA22,40.62
LAMB2,57.34
PPP1R11,49.02
MRFAP1,53.2
BST2,58.4
HERC1,38.81
GBA3,38.48
ABCC6,49.84
UBQLN4,50.71
CENPE,34.68
LY6G6F,53.16
RAB25,51.24
AGPAT1,50.58
B3GNT6,53.6
IK,45.21
RERGL,35.03
PMF1-BGLAP,50.18
CAPN5,55.95
SPATA31A7,52.78
KIFC1,47.44
TMEM221,50.71
SLC2A14,45.1
SUN3,38.99
CCDC71,56.33
NXNL1,50.87
GPX5,40.87
KLHDC8B,58.07
RASIP1,53.6
GPX6,50.03
MAMDC2,41.01
BGLAP,63.14
ASPA,41.06
C3orf84,49.86
PHF1,57.49
SPATA31A3,52.87
CCHCR1,51.88
CLRN1,40.35
SMG5,49.82
SKOR1,60.12
FUT6,53.63
IFNA13,48.83
ALOX12,48.88
PLAC9,50.35
GOLGA2,52.36
PPP1R3C,40.5
CCDC71L,40.48
FUT5,53.72
ACAD11,37.44
DCLRE1C,41.86
THAP10,36.59
GTF2IRD2B,46.64
MADCAM1,60.88
FOXB1,41.12
RNASEK,57.04
RNASE10,48.69
GCHFR,57.26
RNASE12,43.1
GARIN2,41.17
LYAR,44
CA12,48.38
RNASEK-C17orf49,57.47
TMEM79,50.78
BSG,62.58
UBE2NL,40.25
TLR4,38.47
C17orf49,58.07
KBTBD2,41.11
FAM163B,56.91
HELT,62.78
PPL,53.44
DBH,56.45
VWDE,33.94
OMP,63.01
MEPE,38.51
CCT3,45.93
NEU1,52.81
NCL,47.89
C2CD3,40.35
CUTA,54.9
GPM6A,35.77
BCL6B,53.74
CGRRF1,37.45
MYMK,57.49
NPHP3-ACAD11,37.11
NEU1,52.86
ADAMTS13,55.14
MYO1E,43.51
ACKR4,37.17
SLC16A13,56.06
F2RL2,40.6
HHIPL1,54.84
F2R,42.64
LY6G5C,52.95
CLEC10A,53.21
NRCAM,39
F2RL1,44.69
SEC14L5,49.84
TMEM40,48.61
DUSP1,53.06
TRIM10,45.76
MDC1,48.85
RPL26L1,46.12
TCF19,51.66
CYP46A1,47.29
ALG1,49.38
POU5F1,51.36
HLA-C,59.07
HLA-B,42.97
PITX2,49.37
ATP6V0E1,44.08
ASGR1,55.95
OR12D3,37.41
PQBP1,54.42
BUB1B-PAK6,49.72
BAZ2A,48.64
LY6G6F-LY6G6D,52.02
RAB8B,39.78
EML1,45.19
COPS9,54.66
DAXX,51.34
TIMM17B,52.95
CREBRF,41.07
SYNGAP1,53.92
SLC35A2,52.04
CCDC78,65.24
OTOS,57.2
PIM2,53.5
GRIN2D,52.92
OTUD5,49.92
ARIH1,38.72
CCDC82,35.06
KCND1,53.58
FAM83E,56.53
HLA-DRA,42.99
LSM6,39.7
GRIPAP1,50.22
BNIP1,45.87
TBXA2R,55.81
NDUFA10,48.49
ACADVL,58.51
SLC10A7,36.99
CACTIN,61.59
HLA-DRB4,42.16
RHBG,51.83
C2,50.55
PLCB2,56.84
WDR45,49.75
CLEC4C,45.16
RPL32,47.37
DDR1,56.61
SHISAL2B,38.54
PF4V1,49.16
SREK1IP1,36.21
CXCL1,49.32
PIP5K1C,60.55
TMEM45B,44.32
PF4,48.73
ERGIC1,50.91
ERN2,50.63
CXCL5,38.14
CXCL3,47.59
MEX3A,53.97
PPFIA2,34.5
GSK3B,37.2
CYP4X1,39.11
PRDM10,43.52
REELD1,43.04
IDE,40.71
TFE3,52.48
CNOT6L,36.25
PRAF2,60.73
CYP4Z1,39.82
WDR45,49.75
BNC2,38.9
PDZK1IP1,57.9
HGFAC,67.43
HLA-B,43.1
FOXE3,68.67
VHLL,53.8
LRRC52,44.08
CFB,52.68
IGSF3,46.14
TOMM7,41.61
GPKOW,50.86
MAGIX,58.43
ESYT2,43.39
CCDC120,55.56
RD3L,36.14
CHP2,52.48
ASPG,63.42
DOK7,62.88
CWC27,36.93
AKAP8,53.24
PRKCB,43.77
ANKRD18B,42.04
NTMT2,37.95
LRPAP1,57.26
HOXA10,53.65
KIF26A,64.13
ELAVL4,39.86
TMEM178B,43.29
PRSS2,49.02
IFIT5,41.46
RNF44,60.08
BICD2,51.36
ITGA11,49.23
PCGF5,38.13
DNAH11,38.74
DVL2,55.13
ZBTB9,53.65
NUP43,43.95
OR2J3,45.62
ZBTB25,42.25
GRAMD1A,55.68
OR5V1,36.57
C10orf90,42.96
NELFE,49.6
DIRAS2,40.38
RGS12,50.96
OR14J1,45.55
AKAP5,37.55
RAB6B,49.61
HLA-C,59.28
OR11A1,39.11
LY6G6F,53.23
MTHFD1,43.75
TDRD7,38.85
CACNG3,44.39
CDHR2,53.78
PSORS1C1,52.29
RBBP6,37.61
OIT3,41.76
OR2W1,41.15
PPP1R11,49.12
ANP32B,43.52
PLA2G12B,41.99
LRP11,44.17
NANS,46.23
HACD3,42.55
RAET1G,54.05
P4HA1,38.79
C3orf62,47.93
TRIM14,46.68
DXO,58.72
PHF23,59.52
ULBP2,52.94
WIPF3,42.58
LTB,61.79
USP4,47.36
C7orf25,50.54
RUNDC3B,35.67
CORO2A,49.15
OR2B3,43
LINC01556,48.26
PSMB9,42.78
TBC1D2,48.96
COA6,43.85
TCF19,51.67
SNX14,37.38
ADAMTS6,35.91
CORT,46.8
LY6G6D,47.98
LSM2,48.17
RFX2,47.54
GABARAP,49.92
AHCTF1,38.74
SKIC2,54.19
PAX2,51.28
CLIC1,50.99
GABBR1,44.85
MGAM2,38.54
ST14,51.85
C2,49.87
PIP5K1B,40.24
CTDNEP1,52.53
DICER1,38
AHCYL2,39.97
HAPSTR1,42.03
REC114,38.4
MICA,50.1
SPATA24,51.18
PMM2,47.47
TBC1D21,48.25
HLA-B,43.11
CLP1,47.82
ELF2,39.88
AKIP1,46.42
GAPT,35.7
DXO,58.72
NPTN,41.2
HTR7,40.72
HLA-DRB1,40.68
C6orf47,56.93
WNT8A,47.85
LY6G6F,53.27
PABIR1,40.6
ASAH2B,38.24
ACER1,49.82
PRKRA,39.63
COL11A2,56.61
SPATA31D4,46.6
SPATA31D3,46.41
SPATA31D1,47.33
CLDN7,61.53
ALKBH7,65.36
NME5,41.3
NUDT21,39.54
PILRB,53.26
FNBP1,43.76
A1CF,36.24
PNP,44.72
TMEM44,50.87
GTF2F1,54.75
FRRS1,38.2
C6orf15,57.67
APOM,50.14
FAM13B,40.05
FEM1B,39.17
SLC2A4,57.84
STK19,52.73
CSN2,32.77
C11orf16,49.88
LRRC7,35.38
PML,47.81
BBS2,43.13
HSPA1L,48.68
TRIM27,44.66
ODAM,32.95
MICB,49.43
TMEM9B,42.66
ELN,54.95
ZFYVE1,45.73
YBX2,58.02
PJVK,39.63
MCCD1,57.39
SLC25A41,50.86
NCR3,51.85
C4B_2,52.27
DDX39B,47.3
SCUBE2,44.09
SLC25A23,52.6
QRICH2,53.29
PLEKHA3,37.26
ECE2,52.92
TRIM39,44.32
FDCSP,33.56
F13B,34.01
SNRPG,41.07
CFAP97,41.18
PDSS1,44.16
RASL10B,54.99
LEPR,37.78
NSA2,37.93
GAS2L2,56.84
C6orf136,52.56
MMP28,49.57
SNX25,41.36
TTC39B,40.09
ABI1,38.44
FAM169A,38.67
FBN3,52.83
TNXB,55.54
PSMD1,37.89
VWA7,54.45
RBM25,40.67
C17orf50,54.88
HEATR9,47.23
LST1,55.45
ARL14EPL,38.5
DENND5A,43.1
CD74,53.33
C4B,52.29
TRIM39,44.35
CYP4V2,42.07
CTXN3,40.36
RNF39,56.21
MXD3,58.63
HLA-E,55.45
OR13C7,52.87
PCBP4,58.75
PSMD4,47.67
INSL6,37.6
INSL4,39.94
DEFB131A,33.97
SMIM20,45.2
RGS3,48.79
FAM53A,56.75
MRPL42,39.32
HLA-DRB3,43.02
LARP1,46.41
LINC01556,48.26
OR2J3,45.62
GFAP,56.14
HLA-A,46.69
MARCHF1,35.61
ATP6V1G2,49.1
ATF6B,51.46
NFKBIL1,48.08
RXRB,53.97
HLA-DRB1,40.74
TAGLN2,56.34
GRIK2,35
NEUROG2,56.59
PAPLN,55.23
H6PD,52.29
ZGRF1,37.99
LTA,57.85
PARPBP,36.45
FOXD2,65.48
DDOST,50.61
ATXN1,41.86
TNF,52.82
CLIC1,51.01
HLA-DQB1,46
LTB,61.79
PRG4,38.06
CDCA3,51.6
TRIM40,42.67
LST1,55.57
LST1,55.49
SPINK6,33.86
IQCH,39.22
SNRNP48,37.33
MARCOL,36.04
LARP7,37.73
SPSB2,49.45
SPINK13,38.32
PSMB8,50.46
CCND3,47.06
CD163,37.42
TRUB1,36.88
SPINK14,37.93
CYP21A2,61.69
DUSP29,48.41
TSLP,43.11
SAMD8,43.24
ABHD15,52.6
WDR36,33.84
TP53I13,63.48
ZBTB22,59.43
SLC44A4,53.64
VDAC2,44.04
TSBP1,38.17
TMEM41B,42.34
ATXN1L,46.33
LCORL,36.02
ABHD16A,50.32
RIOX1,58.61
ECT2,34.96
NFKBIA,55.82
IST1,45.18
ALDH1A2,41.16
SOD3,49.34
MIPOL1,35.95
CCDC149,43.49
LMAN2,49.4
GIT1,60.72
TNXB,55.73
NCR3,51.8
IPO7,40.39
HMMR,36.97
AKAP8L,48.86
ANKRD66,39.58
SCARB2,41.79
HS3ST5,37.55
MUC21,50.07
H4C8,41.76
MUCL3,47.59
RNF39,56.27
SLC7A7,47.24
TBK1,37.75
HLA-DPB1,48.11
OR2J1,35.9
AIF1,53.97
OR2H1,41.3
BRD2,51.4
CD5,52.91
OR2J2,36.45
VPS37C,49.88
PNMA6E,59.73
ATP2B3,58.22
OR11A1,39.09
MUC22,46.71
DDAH2,59.89
PGA3,53.02
DDR1,55.25
PRRC2A,53.48
NEO1,38.73
COMTD1,69.16
PSMB9,42.83
SCAMP1,37.55
CAMK2G,51.65
PGA5,52.09
ANKRD13B,55.54
TRIM15,47.11
RAB14,39.61
POLR1H,41.5
BBS5,40.21
CFI,38.73
AIF1,53.97
TRIM26,46.9
TMEM271,65.6
ST3GAL3,44.35
PDE6B,56.85
FAM170A,48.54
CD14,58.29
KLHL41,38.53
FAM222B,45.72
SPTAN1,46.82
MAT2B,38.22
FASTKD1,38.04
NCR3,51.87
GABBR1,44.84
IRF9,52.79
DDB1,47.67
OR2J2,42.14
BAG6,52.41
TNXB,54.61
DLG3,46.89
PIPOX,51.43
YJU2B,50.36
HLA-DRA,42.85
ZNF821,45.9
PPT2,52.95
PPIG,37.95
HLA-C,59.07
GNS,42.19
XRN1,36.98
MRI1,52.2
ATP5ME,57.26
MROH2B,39.4
SEPTIN4,51.95
C19orf53,55.77
SLC49A3,65.31
HMG20A,38.22
CC2D1A,53.88
CYP1A2,51.89
BCL11B,50.78
CPLX1,55.24
SLC27A2,42.25
CSTF2,38.68
WIF1,38.19
MYL5,65.53
TINF2,51.19
DAB2,38.96
DHODH,50.04
LEMD3,35.54
CCL25,50.03
RASSF6,37.08
IREB2,39.42
RNF31,52.92
NOX1,41.15
DHX38,51.48
CUL2,40.8
ACSBG2,45.82
TCF19,51.65
TAF1B,39.49
SCARB1,51.45
MOG,45.73
CXCL8,31.96
POPDC2,43.2
EVC,47.4
C15orf61,38.9
GRHL1,42.62
HCN4,55.03
COX17,41.28
XKRX,41.72
BGN,62.62
RPP21,44.78
EDC3,43.7
ANKRD9,59.94
TLR10,38.76
ARIH2,44.51
RCOR1,43.49
CDH16,56.52
FGF13,39.07
TLR6,39.82
MRPS18B,46.35
KRT34,49.94
FAM114A1,42.57
AMN,62.57
TENM2,39.8
KLF11,50.79
MXRA7,52.37
APOM,50.16
LY6G6C,52.88
RRM2,50.79
TRAF3,45.84
UBD,43.52
GLRA2,37.68
IRF2,45.45
ZNF311,41
MAP2K5,39.55
SPINT2,51.22
BAIAP2,60.69
LAMP2,38.61
FLOT1,49.69
PFDN6,54.16
LETMD1,45.34
C9,37.52
PPP1R14A,58.27
NPAS3,38.3
RTL5,54.99
GPM6B,41.49
HPCAL1,52.12
YIF1B,56.12
OR12D3,37.42
OR12D2,45.74
OR11A1,39.08
F12,53.32
CIAO2B,55.7
OR10C1,50
OR2H1,41.35
TAPBP,50.02
SPDL1,37.27
HLA-G,56.37
PRAF2,60.73
SPEG,57.57
ZCCHC12,51.76
CES2,55.49
SMS,43.39
MAS1L,49.78
ANAPC13,45.33
CSRNP2,46.64
APOM,50.13
SEPHS1,45.78
DCX,39.48
MAB21L2,51.87
TMEM253,49.04
SFSWAP,46.45
PSMA4,42.32
LRBA,36.23
AMOTL2,54.88
DHX16,50.01
ZBTB12,64.32
OR12D1,36.85
BAG6,52.42
C6orf47,56.97
GPANK1,54.01
RPS29,43.43
BEND7,43.57
INSYN2B,43.5
TKFC,54.63
DOCK2,43.39
LRR1,44.95
CES3,55.02
OBSL1,58.29
ULK1,62.4
RPL36AL,45.45
KCNMA1,43.94
MGAT2,47.52
DNAAF2,46.15
CSNK2B,52.85
TMEM108,40.21
POLE2,41.33
CYB561A3,52.14
CBFB,40.51
C19orf33,65.48
CDX4,40
PUS1,51.99
LY6G5B,53.28
FUT1,55.87
SLC12A8,45.27
KCNJ16,38.41
HLA-DRB1,40.68
HSF4,61.39
TRMT1,53.66
SPDYE2B,49.1
HLA-DPA1,42.76
UTS2R,62.56
